id,label,story,title,place,type,date,url
48,Other,"This is a sad story, so get some tissue while reading. It took me awhile to have permission from Aya's uncle, to put this story up. So, here we go. Buchi and my friend's aunt, Emiko, met around 2007. For almost 18 years, Emiko was so in love with Buchi, and I guess Buchi also loved his only human mum Emiko very much. When me and my friend visits Emiko will alway serve us Uji Green Tea (said to be the finest Green tea around) and cookies from a cat lover's store called Cacao Cat (no don't feed cats chocolate its toxic for them). I love their Almond Chocolates. Buchi will watch us finish up the cookies as if he was just listening to our conversation. Emiko will always smile at him and say,""you're going to have some goodies too, but now we have guests in our house, be polite my sweet boy"" and deep pat Buchi on his back. We always feel warm and happy watching the two loving each other. Last year, Aya, my friend received a news from her uncle, Hiroshi, that Emiko fainted on the way back home from the vegetable store around evening time, luckily there were some other housewives around, she was carried to the hospital by a local doctor to do a full body check. It was pancreatic cancer. Emiko spent weeks in the hospital treating the cancer, she have a chance to go back home but she could hardly walk because of the pain. We had to push her by the wheel chair because of her weight. Buchi somehow understood what was going on by his looks. First, he was sniffing the wheel chair. Emiko tried to pick Buchi up but could not bend her back because of the pain. But Buchi knew or understood that Emiko was in pain, so it jumped up on her lap, looked into her eyes and mewed ""Ah... My sweet boy...yes, I am in pain and I wanted to touch you, how did you know what I am thinking?"" Emiko hugged Buchi and we saw that there's tears in her eyes. Aya said that she had to stay over to help Hiroshi, I thought to head back home so that I will not disturb them but Hiroshi told me to stay over as well. So I stayed and slept at the coach. Buchi used to stick around me when I am around but that night Buchi was looking up the night skies as if he was praying for Emiko. I whispered his name but only his ears turned to me. I smiled and prayed as well hoping that Emiko will get well soon. A few days later Emiko needed to go back to the hospital for some emergency issue. It happened really quick. When we headed there Emiko was unconscious but when Buchi came to her she whispered. ""Buchi, my sweet boy, I will bring you along OK? Don't you worry, mummy is always with you..."" Buchi was very jumpy and needed Emiko's last hug but it did not happen. The 3 of us were left home with Buchi. We can tell that Buchi was really upset, he is slow that day and did not really socialize with us. We stayed over again that night. The next day Hiroshi was packing some sweet peaches to bring it to the hospital for Emiko. I was getting ready to go to the hospital too, I saw Buchi looking up the sky like the night when I saw him ""praying"" this time I kind of heard him mewing as if he was on the lap of Emiko, and I think I saw some tears in his eyes, I sensed something not right. The telephone in the house rang and Hiroshi picked up the phone. It was from the hospital... Emiko is going, I thought. We rushed to the hospital, I thought to bring Buchi along but Japanese hospitals do not allow pets... So we rushed to the hospital, humans only. Hiroshi went in the room, the doctor whispered some words to him. Emiko is gone... Lots had gone quite fast, calling relatives, casket ordering, booking funeral, etc... After the funeral, we went back to their home. Buchi was asleep on his favorite cushion? He did not move... Buchi was gone too. Did Emiko bring Buchi along to the other side as she promised? 1 extra question for cat lovers around, can cats cry like we do? This experience is far most the saddest in my life... I hope Emiko's pain is gone and Buchi is happy with his only human mother on the other side.",Did I See A Cat Crying?,Japan,Pets / animals,2025-04-30,https://www.yourghoststories.com/real-ghost-story.php?story=28518
49,Haunted Places,"Hey everyone, it's been a while since I've submitted my first story. But I'm back with another spooky experience. I will keep it as short and simple as possible. My mom and aunt live with me. I stay over at my boyfriend's house a lot so I'm rarely here. The current time right now is 3:51am. Yesterday evening, my mom told me she heard a tapping sound coming from our living room and then our room. She described the sound as water dripping on the air conditioner. I notice that it gets lower and louder again. But not too loud. But she pointed at the ceiling which was weird. I asked her if she thinks it was the neighbors upstairs and she said she didn't hear their footsteps. My mom is very good at spotting their footsteps at night because it's not hard to miss. She said she first heard it in the living room and then our room so it made me question if it was the air conditioner, she did point at the ceiling which tells me that's where she heard the sound coming from. I woke up around 3am and had been hearing the tapping sound for myself. I wonder if it was happening while I was sleeping or started happening once I woke up. I'm a light sleeper so I would've noticed the tapping sound before even fully waking up. It didn't sound as if it were already happening, it started about 2 minutes after I woke up. Well that's when I noticed it. I'm not sure. I don't feel like I woke up because I heard something, but I wonder what woke me up. Why is it happening since I woke up? Is it something trying to get my attention? I wonder if I stayed sleeping would it have started again. I was too scared to open my eyes at first. I'm still scared and think it may be something paranormal.",Tapping Noise,United States,Haunted places,2025-05-08,https://www.yourghoststories.com/real-ghost-story.php?story=28520
50,Other,"It is with a heavy heart that I type this today. The last month was traumatic for us as a family, we had to lay our beautiful fur baby Ciara to rest, after her heart failed her. She had been a bit bloated for a week and assuming she ingested something, we gave her laxatives and dewormed her. Nothing helped and as a last resort we took her to the local SPCA. She was examined and we were advised that there was nothing more that could have been done for her. My husband and I were forced to make a decision to end her suffering. We spent our last few moments with her. We were shattered as we didn't know if we did the right thing. Part of us felt as though we had robbed her of a life as she was only 8 months old. On the flip side we saved our baby as she had been suffering, she could not walk and was panting for breath. The water had filled up in her and she looked like a balloon waiting to be burst. We held her and comforted and she took her last breath. Her eyes were not closed, and the vet said to me that she was not a sinner hence her eyes were open. I did not know what to make of it. As I stood over her, I said a silent prayer, her soul should rest and my baby should be pain free. After a few days, I was picking up my dry washing from the line on the side of my house. All my other babies were indoors as it was cold. They were spread out in front of the heater on their blanket in my lounge. So, as I picked a shirt off the line, I see a black dog whoosh pass me. I looked again and there was nobody there. I went to my lounge and counted them all. 6 fur babies fast asleep. I go back outside and again the dog whooshed pass me. I picked my head up and said"" Ciara is that you?"" Just like that there was a warm breeze that I felt only where I was standing. I am not sure what it was and what it meant, but the feeling I got was just a warmth. To me it felt like she was there trying to tell me she was ok. I just wish I had a few more years with her. Please feel free to share your thoughts on this. Thank you for reading Love & Light Sash B",Baby Girl Gone Too Soon - Ciara,South Africa,Pets / animals,2025-05-15,https://www.yourghoststories.com/real-ghost-story.php?story=28523
51,Other,"My friend's father is a very emotional person. When he is angry, he becomes red, very loud, short temper (emotional?)... But never will he rise a hand to hit his family. I was once with my friend and her family in the middle of a conversation. Her father was asking her mother if she can hand him some salt, her mother just asked if the food was bland, and he became a little emotional and left the table... Well, information from her mother and my friend is that he is the type of person which will let the emotion out first then will come and apologize... I kind of noticed that, because that night I saw him going back to the silent dinning table and finished up what he had left over... I was like, calm down daddy... Calm down... Oh, there he is. (hahaha) Why did I bring this normal life thing up? It is because this normal life thing is going to be a process of the production of what I think is called a living spirit. We went to Hakodate for a week for a break, me, Aya and her parents. So Aya's father is an emotional person, he was complaining for a few times inside the cheap plane that Aya booked for all of us. I was able to stop 1 or 2 of his complaints but he was unstoppable, he did not like the kids behind us because he was kicking his seat all the time. He went cranky and got a warning from the pilot. Poor kids, they had to watch a cranky old man being warned by the pilot. Well, we arrived in time to the hot spring hotel, I see a smile on the cranky man's face. I feel that all of us were relieved... I tried to open up a positive conversation about this trip but Aya's father keeps going back to the things that happened on the plane. ""Alright, if that bothered you that much I will send them a complaint report, how about that?"" I finally could not take all the negging of the old man. Aya's father became quiet, her mother whispered to him and he tried to calm himself down. ""Let's check-in first OK? It's a tiring trip. Aya, can you kindly take your parents to sit over there while I check-in?"" I asked my friend politely. It took a while since the queue was long, about... 30 minutes I think? Oh, yes, I could see the red face of Aya's father. Aya was right beside him trying to explain but tell you what? Aya's father never would shout at me, maybe because I am not a Japanese? I do not know, but we never argued. We had to go to the dinner hall for our dinner since we arrived quite late, Aya's father did not feel well and so he had to skip his dinner. 1 man and 2 women sat together, did not really talk but ate quietly. Maybe, everyone was tired. After the slow dinner, I went to the Onsen space, I saw Aya's father from the far end of my sight, I thought he went to bath first because of tiredness. I did not really want to talk to him and so I remained quiet. The next moment I lost sight of him but I thought he went back to his room and did not care much. After the bath, me and Aya went to the lobby bar and talked for a while her mother came over too and joined the conversation, hoping to ask me some more questions about how is life with Aya... (Well, we are living together now but, we both needed time...so, oh, too much info, sorry...). I asked if Aya's father had a good bath, her mother replied ""No, we took the shower in our room. He is asleep now and I guess he will bathe during morning."" I thought I saw him at the Onsen space but it seems that it was not him? OK... Then my friend told me about the living spirit theory... Which they call ikiryo in Japanese. Does any one know about it? Like, if a person is too worried about another person or have strong will (or too emotional) against something that they really want to do, their spirit will get out of their body and go to that location to do their ""job"", but the negative part of this is, the person themselves will not notice it but will be very tired. It sounded like what she told me had just happened, but from some extra researches that I did the living spirits will not be able to go in to places that the person themselves did not go before. From my information this hot spring hotel is new and there is no way that her father would go there alone before hand. Did I see a doppelgänger of her father or did I just see someone else or... What did I see? The story continues; the next day I went to the Onsen space again and Aya's father was on his way there alone. Normally he will rely on a simple map that he can pick for free in the lobby, but he did not have any of that, so I asked ""Hi, I thought you will be looking at the map on the way."" ""Well, tell you what? This hotel is new, but it seems like I have been here before long ago or is the concept just right for an old man like me? Well, I can guide the 3 of you if there is chance,"" he replied jokingly. He showed me where the lockers are and he showed me where the resting spot is which I did not see the night before. It seems that he knew the place well... Hmm... Did he sneak out alone? So, do you think that there are possibilities that Aya's father let his spirit out because of the emotions and the very stressful day? Or did I just simply see a person whom looked like him or a doppelgänger? Also, does anyone know about the living spirit thingy or something similar?",Living Spirit Or A Doppelgänger,Japan,Misc,2025-05-15,https://www.yourghoststories.com/real-ghost-story.php?story=28524
52,Haunted Places,"First let me explain why I have gone to such place. You all know that I have been here quite long, well you can almost guess how old I am, maybe?（What am I even trying to say?） I mean age does not matter whether or not you visit haunted places, some go to have some chilling experience, have fun sometimes? (Which I do not recommend...) I visit those places not to have fun... I explore and will pray for victims if there were any cases happened historical or not (I will buy flowers and put it at the place if allowed and not bothered at all). I will not be specific about where this place is since the location is so small and easy to guess. Oh, by the way, it is at Okinawa so you might read about local myths. So where do I start... Last week I went to Okinawa alone to meet the local Yuta that I mentioned a few stories before hand about the Yuta trying to give a message to my father half the world apart from my long passed away grandmother... I think it was nearly 1 year ago?... Anyone still remember that? No, you don't need to go back to that story, this is a completely different event. So I met up with the Yuta, I call her Ume-san (I think she is in her 70s but she looks younger than that). She bowed deeply as if she met a very close friend and smiled brightly showing her silver tooth. ""How is your friend? I thought she will be coming along! She is such a nice woman, I wanted to talk to talk to her,"" Ume-san said in local accented Japanese which was hard for me to understand that I needed her to explain word by word to me. ""Ha... Explaining in ordinary Japanese is tiring, you need to come over more and speak more with me."" She said jokingly. I was still scratching my head from the local accent... Sounded like a Japanese poetry or a Haiku or... Something too traditional... Ume brought me to a country-side traditional inn nearby the sea-side. ""It's beautiful"" I said to Ume-san. ""This inn is the only inn the typhoon never will destroy. It has been here since I was practicing to become a Yuta. I know the owner, but he is gone now..."" Ume-san said. I can see loneliness from her eyes as she seeks over the ocean. ""How long ago was it when you practice to become a Yuta?"" I asked Ume-san. ""I was 13, the islands were still occupied by the Americans. My teacher needed to sneak in the forbidden forests during night time. She told me that there used to have a shrine, a shine with no priest, but full of gods and holy beings..."" she went on and I guess I was too tired to try to understand what she was talking about... I just nodded off the conversation (sorry, didn't meant to be rude). Ume-san said that she is living nearby so we can meet anytime, this trip was actually arranged by her. My friend Aya told me that she received her letter during March time and replied her that we will be going to visit her this year, unfortunately Aya had to deal with some family problem and so this trip became my lonely trip visiting the Yuta. Ume-san said that she wanted to bring us to the once holy ground. First Aya mentioned that Ume-san wanted to give the spirits which is protecting us a break time... Like energy charging or something?... Like some people will put power stones in some sort of special salt to regain its power? I still don't know if it was something like that... But please read on. At the evening Ume-san said that she is taking me to a local steak house... I told her that I am a vegetarian and she said that they don't serve meat (so, it was a vegan steak house? I am still not sure since I see people eating chunks of beef there...hmm...). The waiter there knew that Ume-san does not eat meats too, she ordered steamed vegetables and some fries. ""Charge the energy of the earth, eat some potatoes, Native Americans were energetic because they eat lots of potatoes"" Ume-san said and poured the plate of fries on my plate. ""Wow, Ume-san that's a lot!"" I said. ""It's for your spirits, you ever share any thing with them?"" She asked as she ate. I shook my head and started to eat the fries and the mashed potato on my side, I thought I was nearly becoming a potato myself... (oof...) That night Ume-san brought me to an area where it was said to be a holy ground... But we needed to go through wild trees, it was damp and very dark... And why during night times? She said she know the ways better during dark hours than I remember that she said she used to sneak in such places during night time... Oh, that is why. Ume-san says as we go ""so, Ryujin-san, your spirits around you seems to be still very active."" I was following her through the bushes and barely can speak but I said ""eish..."", which meant yes (mixed in different languages), lol. Ume-san slides down a slop with mosses and slippery grasses. I followed by hugging the trees and grabbing the plants around. ""Here, you recognize this place?"" Ume-san said eagerly and wiped some sweat off her forehead. I did not even know where we are heading and so I did not answer her at all. ""It's the XXXXX the famous haunting spot. We are right inside it where no one knows that it is this spot which is haunted, urban legends says that its outside where the cave is but the cave was just used as an emergency hospital during the war, nothing special."" So Ume-san just said that the place where we are is the place well known to be haunted, but I did not sense anything at all. Ume-san sat on a mossy rock in the cross legs position (the meditation posture?) ""Ryujin-san, I used to practice on this stone here when I was still a trainee, not to mention could I sense any ghosts. I did not even see any people back on those days."" Ume-san told me as if she was inside her own room or something. I did not know what to say and so I just stood there. ""Ryujin-san! Can you excuse the being behind you?"" shouted Ume-san. I was so tired that I just listen to her and thought nothing and moved to the left hand side. Ume-san came near me and patted my right shoulder and said ""wrong side... He just went past your shoulder... You should be fine, usually people get possessed that way."" Ume-san chanted a prayer and patted my back this time ""Done!"" She said smiling. I still do not understand why this silent dark forest is said to be haunted, so I asked ""why is this place the most haunted?"" Ume-san smile and sat back on the rock and asked ""Do you still not understand?"" Well, indeed, because haunted place are supposed to be full of paranormal activities right? I don't hear voices, I don't see a thing and I don't feel a thing, I thought to myself. ""This is a holy place for gifted people, for us Yuta, it's a place to regain power. For a normal person, it's just another dark forest, but for spirits it is a place to rest"" Ume-san said slowly and used simplest word so that I can understand too. I nodded, Ume-san brought me to a broken tree ""this tree was bombed by the Americans but they were not able to win the great spirits here. This place was once considered as a dangerous place by them, well who told them to attack the shrine, what a foolish thing to do, but you see, like this tree here the place never died,"" she pointed at the new leaves from in-between the broken trunk. It was amazing to know that the bombing did not kill the tree at all and that even today new life is forming. For a moment I thought I saw a few fireflies fly from the corner of my eyes but the moment I want to focus the see them I lost sight of them. Ume-san smiled and bowed just like last time when she was talking to the ""beings"" around me. I am not sure if this can be considered as an experience but what I want to say here is not every haunted spots are evil and dangerous in spiritual way.",Core Of A S Ranked Haunted Spot,Japan,Haunted places,2025-05-29,https://www.yourghoststories.com/real-ghost-story.php?story=28525
53,Haunted Places,"This incident happened in 2015. We have a house in South Goa which is not too far from Majorda beach at a place called Nuvem. South Goa as you know is less touristy than its northern counterpart and still retains its old world charm to some extent. Our house is 3 kms away from the beach and we have to pass through a lonely stretch of road just 1.5 kms from the beach. It is dark and mostly deserted after 7.30 pm. Normally we avoid this crossing this stretch on foot after dark. However, one day, my wife and I got a bit carried away with our evening walk on Majorda beach that we forgot how dark it had suddenly become. We were already tired and slowly began our walk back home. On this deserted stretch of land, lies a dilapidated house which we passed almost daily. Didn't see anyone inside, ever. Didn't think much about it either. However that night when we passed the house, a strange thing happened. As it is, the ambience was a bit spooky with paddy fields on both sides with no streetlights. It was then, for the first time I noticed a light inside the dilapidated house & just as we passed by, I saw a beautiful woman step outside. Definitely someone who would attract a second glance from the opposite sex. She was wearing a simple yet elegant salwar kameez. To my surprise, she smiled at me and gave a naughty smile which made my heart flutter. Too bad for me, my wife was around 😁. Just then something strange happened, my wife seemed to be disturbed, she grabbed my hand tightly and asked me to walk quickly away from the place as soon as possible. Upon reaching some habitation, I was sure that I would get some verbal lashing from my better half for ogling at a beautiful stranger. However what she said baffles me to this day. She told me the reason why she grabbed my hand and led me away from the place was because she saw a old man with a deformed face step out of the house and wave at her, beckoning her to come inside. This was exactly at the same moment I saw the lady who smiled at me. When I told her my side of the tale, she grew pale and nearly had a panic attack. After calming her down, I consoled her by telling her that, it was due to god's grace that we had escaped from the place unscathed and were back within the safe confines of our home. We decided the incident is behind us and move on. We never ventured down that path on foot ever again. The house has long been demolished and a building has come up in its place. Not sure whether the new residents have experienced any strange occurrences. However what baffles me to this day is the fact that both me and my wife saw different people come out of the house at the same time but each of us could only see one of them! Strange but true... Adios 🙂",A Strange Encounter At Majorda,India,Haunted places,2025-05-30,https://www.yourghoststories.com/real-ghost-story.php?story=28526
54,Other,"A couple of days ago, I was with my cousin squad and we were discussing some spooky experiences when I recalled one. So here's a haunting that remains unexplained to me and my uncle. This incident happened in 2009 in the Indian state of Uttarakhand. Allow me to give a quick backstory. The Backstory I and my uncle went to attend a wedding in Darkot, a secluded & serene hamlet in Pithoragarh. I clearly remember the date: 15 Oct 2009. Since it was the first time for me to be a part of the wedding on the rural side, I was quite excited. In the villages of Uttarakhand, people tend to wrap up their day before dusk slithers. Generally, the celebrations were done in broad daylight and nights were peaceful. One night before the wedding, we were sitting in the yard with bonfire and enjoying the view of clear skies and mighty Himalayas right in front of us. The Entity Darkot, being a hamlet, has widespread greenery and trees. It was around 12:15 in the night when I noticed a shimmering white silhouette roaming in the lane. I tried to ignore but couldn't take my eyes off it. It was an all-white female silhouette, as if it was basking in the moonlight from within. My eyes were glued as it remained insight for 5-6 minutes. My uncle also saw the figure glide swiftly from left to right, like someone is strolling aimlessly. Both of us were overwhelmed with shock and fear. We collected our senses and rushed indoors. The Explanation We Got: We narrated this next morning to a house elder who gave an explanation in context to the sighting. He said that the entity could've been an angel, devatma (saintly soul), or a fairy. Such sightings in the hamlets and villages are common in Uttarakhand. Since it was shining in all white indicated it has harmless, but going close to it may have led to unwelcoming occurrences. Also, it was stated that the bonfire kept that entity away from us. We attended the wedding and flew back home. Even now while I type, I'm having jitters on both my legs. I strongly believe that there's a lot which remains unexplained from the human sanity, reasoning, and logic---something that we refer to as paranormal or supernatural, for a reason.",Shining White Silhouette,India,Apparitions / voices / touches,2025-06-03,https://www.yourghoststories.com/real-ghost-story.php?story=28535
55,Other,"I will tell you a story about an apartment we rented in Napindan Taguig. There were multiple hair raising incidents. This started way back 2016 when a lot of killings happened because of Tokhang. We were forced to Move to Napindan Taguig because my father was a well known pusher and drug addict at our place in Pasig. I fear for my family's safety that is why we rented an apartment in Napindan Taguig. It is a 100 square meter 2 storey apartment that has 2 rooms on the second floor. The rent was for only 5000 pesos which is cheap and a good deal, or so we thought. The apartment we rented is built at the end of a road that is why they call it Tumbok which is considered as unlucky and attracts bad energy based on Feng-Shui. At first we lived peacefully at our new apartment, but when they renovated the lot behind our house which has a lot of trees and flatten the land to give way to new residential lots. This is when the haunting began. My Daughter Mavis, was 3 years old at that time. As a typical toddler she is playful and we often see her playing by herself which is normal at her age. One day, as she was playing outside we asked her to come in because we need to go to a doctor's appointment that day. She said, ""Daddy, ayaw ko umalis magagalit si Mica mag lalaro pa daw kami"", ""Daddy I don't want to go, Mica will get mad because we are still playing"". Me and my wife got looked at each other stunned with disbelief. My wife asked, anak sino si Mica? ""Who is Mica?"" My daughter pointed outside and said, ""sya si Mica sya yung kalaro ko."" ""she is Mica she is my playmate"". Every hair on my body raised and I felt like my head is getting bigger because of fear when I heard what my daughter said. I immediately took Mavis and went upstairs and talked to my wife. We didn't see the entity but this was just the beginning.",Tumbok My Daughter's Playmate,Philippines,Children who see spirits,2025-06-03,https://www.yourghoststories.com/real-ghost-story.php?story=28536
56,Other,"From the title some of you can already guess that this ""Blue Boy"" seems to be the same spirit or being that I will encounter. When I was in Brazil he used to appear in the shopping mall that I used to go. I had never seen him anywhere else especially now since I am half the world away. Well to say the truth, I sometimes will notice that something is watching me. Not saying that it is the Blue Boy, like sometimes I will see things at the corner of my eyes and sometimes I will even sense touches when there is nothing. Oh, and I was reading my old stories here I even saw a boy in blue and he was the one helping me to take my wallet back. Somehow, that being when it appeared was in blue. Alright, done with the long intro. Long story short I met the blue figure again (Or is it another being?). This time nearby; my own garden. Why in my garden and why blue? No idea. So I was drinking some yerba maté with my friend outside one sunny afternoon. My cat, Aleshanee, was on my friend's lap snoozing, wagging her tail. Suddenly Aleshanee got up, ears straight forward and alerted. We thought that it was the postman, we looked over to the front gate but saw no one. Aleshanee went back in the house stretching her back on the way. I went in the kitchen and got some more biscuits and cheese, then I saw a shadow at the corner of my left eye. ""Again..."" I thought, yes, previously I see things nearby my kitchen area. (Shadows, monsters, etc) For that my friend did take me to the doctor checking my eyes, psychological checks, etc, I am normal so no worries for me. Oh, the doctor did ask me about having stress and lack of sleep and things... But hey, I am not stressed or sleepy. So I went back outside and Aya asked me if I was OK (She always thinks that me going to the kitchen taking sometime means I had something) ""No, just the shadow that I always see, not a monster this time so don't pull me over to watch kids' show"" I laughed and kind of shook it off. Aya went back in the house. Aleshanee was looking at Aya as if she was chased and started to show her belly ready for a fight. Aya watched her and smiled at her ""Silly, no time for that"" Aya smiled and went in the kitchen. As I was munching on the biscuits, I realize that there is a short man (?) standing across from our house. I thought it was our neighbor (who lives miles away from us) Aya popped out from the kitchen window and asked, if I know that person, I shook my head. I lost sight of that man but Aya said that she still see the man but he is now nearby our house. ""Did he walk?"" I asked. ""No, the moment I saw him he was near our front door"" Aya said. I was confused because I could not see him at all. I took everything in the house thinking that it was getting dark. The moment I glanced at the kitchen I saw a person in blue very clearly. ""Aya?"" I called my friend. ""Yes?"" She popped out from the kitchen door. ""Did you see a person in blue?"" I asked. ""No? Don't scare me please, you know I hate it when I am trying to cook here"" Aya replied defensively. ""Ryujin? Did you say in blue?"" Aya asked from the kitchen after a long moment. I walked in the kitchen and Aya was pointing out the window. ""That?"" Aya froze as she was asking. ""Yes, but wait, I don't think he is bad"" I hold Aya's shoulders tried to calm her down. She knows about the ""blue boy"" because I have been talking about it a couple of times, but she would kind of ignore it since she thinks that I was trying to scare her. ""Remember the blue boy?"" I asked her, she looked at me showing that not-now-face but then she understood what is going on. ""Ah, the chicken coop!"" Aya, suddenly remembered, I followed her to the coop and saw that we have a small trouble. There was a snake at the corner of the coop. Since polish chickens are bigger then ordinary ones, the snake did not attack any of the chickens yet, and there were still no small chicks yet since it is just starting to become warm, our chickens don't mate during winter time for some reason, oh, the hens will lay eggs though even if it snows. I went close to the snake and made sure that there were no chickens around, the snake seemed to be little weak? Or did it hibernate in the coop and just woke up? I picked it up with my gardening gloves and released it to the bush nearby. ""Ryujin, I was going to tell you that I saw this snake but I forgotten"" Aya said, as usual... Yes, she will for get the important part and fuss on else that's not too important. Anyhow, we got rid of the snake and secure the coop with barbwires to prevent snakes again, of course we did a final check to see if there were any other snakes hidden. I also checked outside to see if there is any person around, not to mention the blue man, we did not even see a shadow after we took care of the coop. Now, did the ""Blue Boy"" save my chicken or could that be another being again? Oh, by the way we did not see that blue figure again and it did not leave any bad marks on us, Aya is still good and so am I. PS I am kind of happy this time because I finally got my friend to experience that ""Blue Boy"" which she would always ignore.",Experienced The Blue Boy Again,Japan,Apparitions / voices / touches,2025-06-10,https://www.yourghoststories.com/real-ghost-story.php?story=28539
57,Other,"Sometimes, we have to throw the towel in for some experiences that happen. One such experience was told to me by my grandpa before his demise (I miss him). In the bygone times, the men folk often used to play cards until wee hours. This incident happened during Diwali of 70's that made him quit his habit of playing cards. So, here's what all happened. The Diwali Night My grandpa was playing cards, not typical gambling, and granny wasn't pleased with his habit. So she randomly wished that he learns a lesson, just like wives often do when their stubborn husbands don't listen. Diwali generally falls on the new moon night, and it is said that new moon night is the time when dark powers and paranormal beings are hyperactive. Moreover, many occult practitioners or tantriks acquire siddhis, pretas, and a lot more that we are yet to explore. When he was done playing cards, he took his bicycle to pedal back home. Now on the way, he saw a frail Muslim guy asking for directions for Madarsa. He was lanky, wore a white kurta pyjama, skullcap, and had a long beard hanging until chest. My grandpa gave him directions, he said salaam, and both went their own ways. At the next turn, which was about 300 meters, my grandpa saw the same guy who repeated the same question. Again, the grandpa gave him directions, thinking that the poor guy might have misunderstood. When my grandpa saw him for the third time, he was surprised and didn't stop. Frightened, he started peddling faster to see the lanky old man two more times! You can imagine what happens when someone is stuck in such a loop. My grandpa started chanting some religious hymns and reached home. He was sweating profusely and told everything to his wife (my granny). Next Morning He was ill with the trauma he faced last night. A local doctor was called who prescribed some medicines and he was fine. Though this incident made him quit playing the game of cards, he was unable to decipher what was it that came to ask directions to the Madarsa? Was it a jinn, a ghost, or some divine energy that literally came to make him quit a habit without harming?",Where's The Madarsa?,India,Apparitions / voices / touches,2025-06-18,https://www.yourghoststories.com/real-ghost-story.php?story=28542
58,Haunted Places,"My grandpa passed away at my grandma's house. Soon after my cousin moved in and I would go sleep over every now and then. I was playing video games and I got hungry. My room was at the end of the hall and the room next to me was my grandma's. I usually check on her so I did and I heard my cousin at the other end of the hallway screaming at the game like always. I went make some ramen and go get my phone. I heard a loud noise from the kitchen and like I'm standing in front the bedroom door looking down the hall. I check on my grandma, she's sleeping and my cousin was still screaming. I end up calling my friend and telling them and I go check it out. There was a jug (it's a jug you have to go get filled at the store) it was a water dispenser. It's was a big one and it was empty, no way it could have gotten blown off and where it was made no sense. The jug is by the back door rocking back and forth like somebody threw it. The kitchen table is against the wall and to the right is a door way and to the right in that room is the laundry room but if you look straight through the door frame it's the back door. The way it landed and the way it had to have been thrown was far. I think it was my grandpa. I told my mom she said her and my dad was showering once over there and no one was home and she heard HEY! In a little girl's voice. I don't know if this is related or if that thing that threw that jug was grandpa cuz it happened after he died. I use to live with my grandma I never experienced anything at her house but that's the only ghost experience that I had. This is what led me to believing in ghost.",My Grandma's House,United States,Haunted places,2025-06-20,https://www.yourghoststories.com/real-ghost-story.php?story=28543
59,Other,"About a month prior to Christmas, 2009, my mother drove me to the Humane Society located within the town of Port Hope, Ontario where I had volunteered for a brief period. She claimed that she had a pleasant surprise waiting for me. Although I was well aware of the reason for our visit to the Humane Society, I decided to humour my mother and pretended to be ignorant of her intentions. Just a few months prior, we had sadly lost a black and white cat that we adopted in 2006, so it was very evident as to what was in store. We finally arrived at the Humane Society and my mother asked me to wait in the car for a few minutes. By the time I entered the shelter, I saw my mother standing by the front desk in the lobby; a small, black-furred kitten nestled comfortably in her arms. She then informed me that the adoption papers were signed and then decided to name him Pyewacket. Pyewacket was the name of a fictional cat depicted in my mother's favourite movie, the 1958 James Stewart film Bell Book and Candle. In his younger years, Pyewacket was very stubborn and ill-tempered for the most part. By August of 2017, once my mother became far too sick to continue watching over Pyewacket, my wife at the time and I decided to take him in. It was at around this time that he finally began warming up to me. From that moment forward, we became almost inseparable. Every morning when I returned home from working nights, Pyewacket would always stand excitedly by the door, anxiously awaiting my return. Other fond memories include finding him lying on piles of my old clothes I had absentmindedly left either on the bed or the coffee table. By the time my wife and I separated in July of 2022, I moved in with my father and he willingly allowed me to bring Pyewacket in. Most mornings, I would be awoken by Pyewacket jumping excitedly on my bed and settling down directly beside me. After getting a sufficient amount of attention from me, he would then habitually purr himself to sleep. Sadly, by early November, 2024, Pyewacket began appearing very weak and frail. He would spend most of his time casually lying in the bathtub. His refusal to eat regularly was especially concerning. After taking him to the nearest vet, my father informed me that his kidneys were beginning to shut down. On November 11th, he had clearly taken a turn for the worst. His kidneys had deteriorated so severely, that he was no longer able to maintain his balance. Even the slightest amount of bodily contact was enough to knock him over. At that moment, it was clearly evident that we would have to euthanize him. We drove Pyewacket to the same clinic as before. I decided to remain in the room with him for his final moments. His demeanor was strangely calm, as if he was completely unaware of the situation. From his point of view, it's possible that he believed he was there for a mere checkup. The room was eerily quiet, apart from the faint sound of a large dog panting in the lobby. The veterinarian then entered the room in a visibly dismal state. Though she had endeavored to remained stoic and professional, I could clearly surmise that her heart was on the verge of breaking. I stood beside Pyewacket, forcibly holding him still. He made three attempts to jump off the table and in his weakened state, the impact of the fall would have badly injured him. The moment the veterinarian had administered the drug that stopped his heart, Pyewacket immediately lost consciousness and his body flopped lifelessly to the side. She checked for vital signs and informed us that he was gone. We placed an order for Pyewacket's ashes in a ceramic urn, which we received the following week. It certainly helped provide a small amount of closure. The early morning hours would offer far more than I could have ever imagined. It was around 4:00 am approximately and I abruptly awoke dazed and confused due to the sensation of something unknown landing forcibly on my bed and gradually moving towards me. The instant it stopped just beside my chest, all was still once more. The whole experience seemed very surreal, yet due to the immediacy of the encounter after receiving Pyewacket's remains, I surmised that nothing, not even his passing would stop my best bud of fifteen years from always being nearby.",Best Buds,Canada,Pets / animals,2025-06-21,https://www.yourghoststories.com/real-ghost-story.php?story=28544
